POPULATION (IN THOUSANDS):
ALTER          USA              EU           JAPAN            CHINA            INDIA          RUSSIA
31   .086548 .098836 .113254 .129797 .150890 .178693 .217734
32   .086222 .098574 .113073 .129779 .151100 .179290 .219035
33   .085900 .098316 .112894 .129761 .151308 .179880 .220323
34   .085581 .098061 .112717 .129744 .151513 .180463 .221597
35   .085265 .097808 .112542 .129727 .151716 .181039 .222857
36   .084953 .097559 .112369 .129710 .151916 .181608 .224104
37   .084645 .097312 .112198 .129693 .152113 .182170 .225337
38   .084339 .097068 .112029 .129676 .152309 .182725 .226558
39   .084037 .096827 .111863 .129660 .152501 .183274 .227766
40   .083738 .096588 .111698 .129644 .152692 .183817 .228962
41   .083442 .096353 .111535 .129628 .152880 .184353 .230145
42   .083150 .096119 .111374 .129612 .153066 .184883 .231316
43   .082860 .095889 .111215 .129597 .153250 .185407 .232476
44   .082573 .095661 .111058 .129581 .153431 .185925 .233623
45   .082290 .095435 .110902 .129566 .153611 .186437 .234759
46   .082009 .095212 .110749 .129551 .153788 .186943 .235883
47   .081731 .094991 .110597 .129536 .153963 .187444 .236996
48   .081456 .094773 .110446 .129521 .154136 .187939 .238098
49   .081183 .094557 .110298 .129507 .154308 .188428 .239190
50   .080914 .094343 .110151 .129493 .154477 .188912 .240270
 
 
JAPAN
JAHR      68      69      70      71      72      73      74      75
 0   .013416 .014603 .015787 .017796 .019798 .021792 .023778 .025753
 1   .013148 .014307 .015462 .017424 .019377 .021320 .023251 .025169
 2   .012879 .014011 .015138 .017054 .018958 .020850 .022727 .024588
 3   .012611 .013716 .014815 .016683 .018539 .020381 .022205 .024011
 4   .012343 .013420 .014491 .016314 .018122 .019913 .021686 .023437
 5   .012074 .013125 .014168 .015945 .017705 .019447 .021168 .022865
 6   .011806 .012830 .013845 .015577 .017290 .018983 .020653 .022297
 7   .011538 .012535 .013523 .015209 .016876 .018520 .020140 .021732
 8   .011270 .012240 .013201 .014842 .016462 .018059 .019630 .021170
 9   .011001 .011946 .012880 .014476 .016050 .017600 .019121 .020611
10   .010733 .011651 .012558 .014110 .015639 .017142 .018615 .020055
11   .010465 .011357 .012238 .013745 .015229 .016685 .018111 .019502
12   .010197 .011063 .011917 .013381 .014820 .016230 .017609 .018952
13   .009928 .010769 .011597 .013017 .014412 .015777 .017109 .018404
14   .009660 .010475 .011277 .012654 .014005 .015325 .016611 .017860
15   .009392 .010182 .010958 .012292 .013599 .014874 .016116 .017318
16   .009124 .009888 .010639 .011930 .013194 .014426 .015622 .016780
17   .008855 .009595 .010320 .011569 .012790 .013978 .015131 .016244
18   .008587 .009302 .010002 .011209 .012387 .013532 .014641 .015710
19   .008319 .009009 .009684 .010849 .011985 .013088 .014154 .015180
20   .008051 .008716 .009366 .010490 .011584 .012645 .013669 .014653
21   .007782 .008423 .009049 .010131 .011184 .012203 .013186 .014128
22   .007514 .008130 .008732 .009773 .010785 .011763 .012705 .013606
23   .007246 .007838 .008416 .009416 .010387 .011325 .012225 .013086
24   .006978 .007546 .008100 .009060 .009990 .010887 .011748 .012569
25   .006709 .007254 .007784 .008704 .009594 .010452 .011273 .012055
26   .006441 .006962 .007468 .008348 .009199 .010017 .010800 .011544
27   .006173 .006670 .007153 .007994 .008805 .009584 .010329 .011035
28   .005905 .006379 .006839 .007639 .008412 .009153 .009859 .010528
29   .005636 .006087 .006524 .007286 .008020 .008723 .009392 .010024
30   .005368 .005796 .006210 .006933 .007629 .008294 .008927 .009523
31   .005100 .005505 .005897 .006581 .007239 .007867 .008463 .009025
32   .004832 .005214 .005583 .006229 .006849 .007441 .008001 .008528
33   .004563 .004923 .005270 .005878 .006461 .007016 .007542 .008035
34   .004295 .004632 .004958 .005528 .006074 .006593 .007084 .007543
35   .004027 .004342 .004645 .005178 .005688 .006172 .006628 .007055
36   .003759 .004051 .004334 .004829 .005302 .005751 .006174 .006568
37   .003490 .003761 .004022 .004480 .004918 .005332 .005722 .006084
38   .003222 .003471 .003711 .004132 .004534 .004914 .005271 .005603
39   .002954 .003181 .003400 .003785 .004152 .004498 .004822 .005124
40   .002686 .002892 .003089 .003438 .003770 .004083 .004376 .004647
41   .002417 .002602 .002779 .003092 .003389 .003669 .003931 .004172
42   .002149 .002313 .002469 .002747 .003009 .003257 .003487 .003700
43   .001881 .002024 .002160 .002402 .002631 .002846 .003046 .003230
44   .001612 .001734 .001851 .002057 .002253 .002436 .002606 .002763
45   .001344 .001445 .001542 .001714 .001876 .002027 .002168 .002298
46   .001076 .001157 .001234 .001370 .001499 .001620 .001732 .001835
47   .000808 .000868 .000926 .001028 .001124 .001214 .001298 .001374
48   .000539 .000580 .000618 .000686 .000750 .000810 .000865 .000915
49   .000271 .000291 .000310 .000345 .000377 .000406 .000434 .000459
50   .000003 .000003 .000003 .000004 .000004 .000004 .000005 .000005
 
JAHR      76      77      78      79      80      81      82      83
 0   .029577 .033375 .037145 .040879 .044571 .054867 .065007 .074943
 1   .028889 .032576 .036225 .039829 .043379 .053333 .063087 .072581
 2   .028206 .031784 .035315 .038791 .042203 .051824 .061204 .070273
 3   .027527 .030997 .034413 .037765 .041043 .050338 .059357 .068019
 4   .026853 .030217 .033520 .036751 .039899 .048877 .057545 .065816
 5   .026183 .029443 .032635 .035748 .038770 .047438 .055767 .063662
 6   .025518 .028675 .031759 .034757 .037657 .046022 .054022 .061556
 7   .024856 .027913 .030891 .033777 .036558 .044628 .052309 .059496
 8   .024200 .027157 .030031 .032808 .035473 .043255 .050627 .057481
 9   .023547 .026407 .029179 .031849 .034402 .041903 .048976 .055510
10   .022899 .025663 .028336 .030901 .033346 .040572 .047354 .053580
11   .022255 .024925 .027499 .029964 .032303 .039260 .045761 .051691
12   .021615 .024192 .026671 .029036 .031273 .037969 .044196 .049841
13   .020979 .023465 .025850 .028119 .030257 .036696 .042658 .048030
14   .020347 .022744 .025037 .027212 .029253 .035442 .041147 .046255
15   .019719 .022028 .024231 .026314 .028262 .034206 .039661 .044517
16   .019095 .021317 .023433 .025426 .027283 .032989 .038201 .042813
17   .018475 .020612 .022641 .024547 .026317 .031788 .036766 .041143
18   .017859 .019913 .021857 .023678 .025362 .030605 .035354 .039505
19   .017247 .019218 .021080 .022818 .024419 .029439 .033966 .037899
20   .016639 .018529 .020309 .021967 .023488 .028289 .032601 .036325
21   .016034 .017844 .019546 .021124 .022568 .027155 .031258 .034780
22   .015433 .017165 .018789 .020291 .021659 .026037 .029936 .033264
23   .014836 .016491 .018039 .019466 .020761 .024935 .028636 .031777
24   .014243 .015822 .017295 .018649 .019873 .023847 .027357 .030317
25   .013653 .015158 .016558 .017841 .018996 .022774 .026097 .028884
26   .013067 .014499 .015827 .017041 .018129 .021716 .024858 .027477
27   .012484 .013844 .015102 .016249 .017273 .020672 .023637 .026096
28   .011905 .013194 .014384 .015465 .016426 .019642 .022436 .024739
29   .011330 .012549 .013672 .014688 .015589 .018625 .021253 .023406
30   .010758 .011909 .012966 .013920 .014762 .017622 .020088 .022096
31   .010190 .011273 .012266 .013159 .013944 .016632 .018940 .020810
32   .009624 .010642 .011572 .012405 .013136 .015655 .017810 .019545
33   .009063 .010015 .010883 .011659 .012337 .014691 .016696 .018302
34   .008504 .009393 .010201 .010920 .011546 .013738 .015599 .017080
35   .007949 .008775 .009524 .010189 .010765 .012798 .014517 .015879
36   .007398 .008161 .008852 .009464 .009992 .011870 .013452 .014698
37   .006849 .007552 .008186 .008746 .009227 .010954 .012402 .013536
38   .006304 .006947 .007526 .008036 .008471 .010049 .011367 .012393
39   .005762 .006347 .006871 .007332 .007724 .009155 .010346 .011269
40   .005224 .005750 .006222 .006634 .006984 .008272 .009340 .010163
41   .004688 .005158 .005578 .005943 .006252 .007400 .008348 .009074
42   .004156 .004570 .004938 .005259 .005529 .006539 .007370 .008003
43   .003626 .003985 .004305 .004581 .004813 .005688 .006406 .006949
44   .003100 .003405 .003676 .003909 .004104 .004847 .005454 .005911
45   .002577 .002829 .003052 .003244 .003403 .004017 .004516 .004890
46   .002057 .002257 .002433 .002585 .002710 .003196 .003590 .003884
47   .001539 .001688 .001819 .001931 .002024 .002385 .002677 .002893
48   .001025 .001124 .001210 .001284 .001345 .001583 .001776 .001918
49   .000514 .000563 .000606 .000643 .000672 .000791 .000887 .000957
50   .000006 .000006 .000007 .000007 .000007 .000009 .000010 .000010
 
JAHR      84      85      86      87      88      89      90
 0   .084614 .093944 .104286 .114003 .122912 .130787 .137345
 1   .083154 .093695 .105667 .117715 .129996 .137795 .144007
 2   .081736 .093455 .107004 .121321 .136933 .144771 .150745
 3   .080356 .093222 .108299 .124824 .143728 .151713 .157561
 4   .079015 .092996 .109554 .128230 .150385 .158622 .164456
 5   .077709 .092776 .110771 .131541 .156908 .165498 .171431
 6   .076439 .092563 .111952 .134762 .163302 .172342 .178489
 7   .075202 .092357 .113098 .137897 .169570 .179153 .185630
 8   .073997 .092156 .114211 .140949 .175716 .185932 .192856
 9   .072823 .091961 .115292 .143920 .181743 .192680 .200169
10   .071678 .091771 .116343 .146816 .187655 .199395 .207570
11   .070563 .091587 .117365 .149637 .193455 .206079 .215060
12   .069474 .091407 .118358 .152387 .199147 .212732 .222642
13   .068413 .091232 .119325 .155070 .204733 .219354 .230317
14   .067377 .091062 .120266 .157686 .210215 .225945 .238086
15   .066365 .090896 .121182 .160239 .215598 .232506 .245952
16   .065378 .090735 .122074 .162730 .220884 .239036 .253916
17   .064413 .090577 .122944 .165163 .226075 .245536 .261980
18   .063470 .090424 .123792 .167539 .231173 .252006 .270146
19   .062549 .090274 .124618 .169859 .236182 .258446 .278417
20   .061649 .090128 .125424 .172127 .241104 .264857 .286793
21   .060768 .089985 .126210 .174344 .245941 .271238 .295277
22   .059907 .089846 .126978 .176511 .250694 .277590 .303871
23   .059065 .089710 .127727 .178630 .255367 .283914 .312578
24   .058241 .089577 .128458 .180702 .259961 .290208 .321399
25   .057434 .089448 .129173 .182730 .264478 .296474 .330337
26   .056644 .089321 .129871 .184715 .268920 .302712 .339394
27   .055871 .089197 .130553 .186657 .273290 .308921 .348572
28   .055114 .089076 .131220 .188559 .277588 .315103 .357875
29   .054372 .088957 .131872 .190422 .281816 .321256 .367303
30   .053645 .088841 .132510 .192246 .285977 .327383 .376861
31   .052933 .088728 .133134 .194033 .290071 .333481 .386551
32   .052234 .088617 .133744 .195784 .294101 .339553 .396375
33   .051550 .088508 .134342 .197501 .298068 .345597 .406337
34   .050879 .088402 .134927 .199183 .301973 .351615 .416439
35   .050220 .088298 .135499 .200833 .305817 .357606 .426684
36   .049574 .088196 .136060 .202451 .309603 .363570 .437075
37   .048941 .088096 .136610 .204038 .313332 .369508 .447616
38   .048319 .087997 .137148 .205594 .317004 .375420 .458309
39   .047709 .087901 .137676 .207122 .320621 .381306 .469158
40   .047109 .087807 .138193 .208621 .324185 .387166 .480167
41   .046521 .087715 .138700 .210092 .327695 .393000 .491339
42   .045944 .087624 .139197 .211537 .331155 .398809 .502677
43   .045376 .087535 .139685 .212956 .334564 .404593 .514186
44   .044819 .087448 .140163 .214349 .337924 .410351 .525869
45   .044272 .087362 .140633 .215717 .341236 .416085 .537730
46   .043734 .087278 .141093 .217061 .344501 .421794 .549774
47   .043205 .087196 .141545 .218382 .347720 .427478 .562004
48   .042685 .087115 .141989 .219679 .350894 .433137 .574425
49   .042174 .087035 .142425 .220955 .354023 .438772 .587042
50   .041672 .086957 .142853 .222209 .357109 .444383 .599859
 
 
CHINA
JAHR      68      69      70      71      72      73      74      75
 0   .062965 .068862 .075553 .082895 .090733 .098996 .107735 .117125
 1   .061718 .067430 .073938 .081169 .089033 .097442 .106335 .115784
 2   .060471 .066002 .072333 .079460 .087356 .095912 .104963 .114473
 3   .059224 .064578 .070737 .077767 .085700 .094408 .103618 .113192
 4   .057978 .063158 .069150 .076088 .084065 .092928 .102299 .111940
 5   .056731 .061741 .067572 .074425 .082451 .091472 .101006 .110716
 6   .055484 .060329 .066003 .072777 .080857 .090040 .099737 .109518
 7   .054237 .058920 .064442 .071143 .079282 .088630 .098492 .108346
 8   .052990 .057514 .062891 .069524 .077728 .087242 .097271 .107200
 9   .051743 .056113 .061348 .067920 .076192 .085876 .096072 .106078
10   .050496 .054715 .059814 .066330 .074675 .084531 .094895 .104979
11   .049249 .053320 .058288 .064753 .073177 .083207 .093740 .103903
12   .048002 .051930 .056771 .063191 .071697 .081903 .092605 .102849
13   .046755 .050543 .055262 .061642 .070234 .080618 .091491 .101817
14   .045508 .049159 .053761 .060106 .068789 .079353 .090397 .100805
15   .044261 .047780 .052269 .058584 .067361 .078107 .089322 .099814
16   .043014 .046403 .050785 .057075 .065950 .076879 .088266 .098842
17   .041767 .045031 .049309 .055579 .064555 .075669 .087228 .097889
18   .040520 .043662 .047841 .054095 .063177 .074477 .086207 .096954
19   .039273 .042296 .046381 .052625 .061815 .073302 .085204 .096038
20   .038026 .040934 .044929 .051166 .060468 .072144 .084218 .095139
21   .036779 .039576 .043485 .049720 .059137 .071003 .083249 .094256
22   .035532 .038221 .042049 .048286 .057821 .069878 .082295 .093391
23   .034285 .036870 .040620 .046864 .056520 .068768 .081357 .092541
24   .033039 .035522 .039199 .045454 .055233 .067674 .080435 .091707
25   .031792 .034177 .037786 .044056 .053961 .066596 .079527 .090888
26   .030545 .032836 .036380 .042669 .052703 .065532 .078634 .090083
27   .029298 .031499 .034982 .041293 .051459 .064482 .077755 .089293
28   .028051 .030165 .033591 .039929 .050229 .063447 .076890 .088517
29   .026804 .028834 .032208 .038576 .049012 .062426 .076039 .087754
30   .025557 .027507 .030831 .037234 .047809 .061419 .075201 .087005
31   .024310 .026183 .029462 .035903 .046618 .060425 .074376 .086268
32   .023063 .024862 .028101 .034582 .045440 .059444 .073563 .085544
33   .021816 .023545 .026746 .033272 .044275 .058476 .072763 .084833
34   .020569 .022232 .025399 .031972 .043123 .057521 .071974 .084133
35   .019322 .020921 .024058 .030683 .041982 .056578 .071198 .083445
36   .018075 .019614 .022725 .029404 .040854 .055647 .070433 .082768
37   .016828 .018310 .021398 .028135 .039738 .054728 .069679 .082102
38   .015581 .017010 .020078 .026877 .038633 .053821 .068937 .081447
39   .014334 .015713 .018766 .025628 .037539 .052926 .068205 .080803
40   .013087 .014419 .017459 .024388 .036457 .052041 .067484 .080169
41   .011840 .013128 .016160 .023159 .035386 .051168 .066773 .079545
42   .010593 .011841 .014867 .021938 .034326 .050305 .066072 .078931
43   .009346 .010556 .013581 .020728 .033277 .049453 .065381 .078326
44   .008099 .009275 .012302 .019526 .032238 .048612 .064700 .077730
45   .006853 .007998 .011028 .018334 .031210 .047781 .064028 .077144
46   .005606 .006723 .009762 .017151 .030192 .046960 .063366 .076567
47   .004359 .005452 .008502 .015977 .029185 .046148 .062712 .075998
48   .003112 .004184 .007248 .014812 .028187 .045347 .062068 .075438
49   .001865 .002919 .006000 .013655 .027199 .044555 .061432 .074887
50   .000618 .001657 .004759 .012507 .026221 .043772 .060805 .074343
 
JAHR      76      77      78      79      80      81      82      83
 0   .127488 .139334 .153361 .170305 .190475 .212965 .235095 .253209
 1   .126080 .137755 .151515 .168073 .187706 .209518 .230938 .248548
 2   .124708 .136221 .149730 .165923 .185052 .206237 .227015 .244194
 3   .123370 .134731 .148001 .163850 .182507 .203109 .223305 .240118
 4   .122067 .133283 .146327 .161850 .180063 .200124 .219792 .236294
 5   .120796 .131875 .144704 .159920 .177714 .197274 .216461 .232699
 6   .119556 .130505 .143131 .158055 .175457 .194547 .213298 .229314
 7   .118346 .129172 .141604 .156253 .173284 .191938 .210291 .226120
 8   .117166 .127875 .140123 .154510 .171191 .189438 .207428 .223102
 9   .116013 .126612 .138686 .152824 .169175 .187041 .204699 .220246
10   .114887 .125382 .137289 .151191 .167230 .184741 .202094 .217539
11   .113787 .124183 .135932 .149610 .165354 .182531 .199607 .214970
12   .112713 .123014 .134613 .148077 .163542 .180407 .197228 .212527
13   .111662 .121875 .133330 .146591 .161792 .178363 .194952 .210203
14   .110635 .120763 .132081 .145150 .160100 .176396 .192771 .207989
15   .109631 .119679 .130867 .143751 .158463 .174500 .190679 .205877
16   .108649 .118621 .129684 .142393 .156879 .172673 .188672 .203861
17   .107688 .117588 .128532 .141074 .155345 .170910 .186744 .201933
18   .106748 .116579 .127410 .139792 .153860 .169208 .184890 .200088
19   .105827 .115593 .126317 .138546 .152419 .167564 .183107 .198322
20   .104926 .114631 .125250 .137334 .151023 .165976 .181390 .196628
21   .104044 .113690 .124211 .136155 .149668 .164439 .179736 .195003
22   .103179 .112770 .123196 .135008 .148353 .162953 .178142 .193443
23   .102333 .111870 .122207 .133891 .147076 .161514 .176604 .191943
24   .101503 .110991 .121241 .132803 .145835 .160120 .175119 .190501
25   .100690 .110130 .120297 .131743 .144630 .158769 .173684 .189113
26   .099892 .109288 .119376 .130710 .143458 .157460 .172298 .187776
27   .099111 .108464 .118476 .129703 .142317 .156189 .170958 .186487
28   .098344 .107657 .117596 .128721 .141208 .154957 .169661 .185244
29   .097592 .106867 .116737 .127763 .140128 .153760 .168405 .184045
30   .096855 .106093 .115896 .126828 .139077 .152597 .167189 .182886
31   .096131 .105335 .115074 .125915 .138053 .151467 .166010 .181767
32   .095421 .104592 .114270 .125024 .137055 .150369 .164868 .180684
33   .094724 .103864 .113484 .124154 .136083 .149301 .163759 .179637
34   .094039 .103150 .112714 .123304 .135134 .148263 .162683 .178624
35   .093367 .102451 .111960 .122473 .134209 .147251 .161639 .177642
36   .092707 .101764 .111222 .121661 .133307 .146267 .160625 .176691
37   .092059 .101092 .110500 .120867 .132426 .145308 .159639 .175770
38   .091422 .100432 .109792 .120091 .131567 .144374 .158681 .174876
39   .090797 .099784 .109098 .119331 .130727 .143464 .157749 .174008
40   .090182 .099148 .108419 .118588 .129907 .142577 .156843 .173166
41   .089577 .098524 .107753 .117861 .129106 .141711 .155960 .172348
42   .088983 .097912 .107100 .117149 .128323 .140867 .155102 .171554
43   .088399 .097311 .106460 .116452 .127558 .140043 .154265 .170781
44   .087825 .096720 .105832 .115769 .126810 .139239 .153450 .170030
45   .087261 .096140 .105216 .115100 .126078 .138454 .152656 .169300
46   .086705 .095571 .104611 .114445 .125362 .137687 .151882 .168589
47   .086159 .095011 .104019 .113803 .124661 .136938 .151126 .167897
48   .085622 .094461 .103437 .113174 .123975 .136206 .150390 .167223
49   .085093 .093921 .102865 .112557 .123304 .135491 .149671 .166567
50   .084572 .093389 .102305 .111952 .122647 .134791 .148969 .165928
 
JAHR      84      85      86      87      88      89      90
 0   .265538 .275703 .293010 .328025 .389524 .489592 .659474
 1   .260853 .271522 .289432 .324452 .384849 .482485 .649140
 2   .256530 .267711 .286205 .321261 .380715 .476290 .640361
 3   .252528 .264222 .283280 .318393 .377034 .470842 .632809
 4   .248812 .261015 .280617 .315802 .373734 .466013 .626246
 5   .245352 .258059 .278181 .313450 .370759 .461703 .620487
 6   .242124 .255324 .275946 .311304 .368064 .457834 .615395
 7   .239104 .252787 .273887 .309340 .365611 .454340 .610859
 8   .236273 .250427 .271984 .307534 .363369 .451170 .606793
 9   .233615 .248226 .270220 .305869 .361311 .448280 .603128
10   .231112 .246169 .268581 .304328 .359416 .445636 .599808
11   .228753 .244242 .267053 .302899 .357665 .443206 .596785
12   .226525 .242432 .265626 .301569 .356042 .440967 .594021
13   .224418 .240730 .264289 .300328 .354534 .438896 .591485
14   .222422 .239127 .263036 .299168 .353130 .436975 .589150
15   .220528 .237613 .261857 .298082 .351818 .435188 .586992
16   .218729 .236182 .260747 .297061 .350589 .433522 .584992
17   .217018 .234827 .259700 .296101 .349437 .431965 .583134
18   .215389 .233542 .258710 .295197 .348354 .430507 .581402
19   .213835 .232321 .257774 .294343 .347335 .429138 .579785
20   .212352 .231161 .256886 .293536 .346373 .427851 .578271
21   .210935 .230057 .256043 .292771 .345464 .426638 .576851
22   .209580 .229004 .255242 .292046 .344604 .425493 .575517
23   .208283 .227999 .254480 .291357 .343788 .424411 .574260
24   .207039 .227040 .253754 .290703 .343015 .423386 .573074
25   .205847 .226122 .253061 .290079 .342279 .422415 .571953
26   .204702 .225244 .252400 .289485 .341580 .421492 .570893
27   .203602 .224403 .251767 .288918 .340913 .420615 .569888
28   .202544 .223596 .251162 .288376 .340277 .419780 .568934
29   .201527 .222822 .250583 .287858 .339670 .418985 .568028
30   .200547 .222078 .250027 .287363 .339090 .418226 .567165
31   .199602 .221363 .249494 .286888 .338535 .417500 .566344
32   .198692 .220675 .248982 .286432 .338003 .416807 .565560
33   .197813 .220013 .248490 .285995 .337493 .416144 .564811
34   .196965 .219375 .248017 .285575 .337004 .415508 .564096
35   .196146 .218760 .247562 .285171 .336535 .414899 .563411
36   .195354 .218167 .247123 .284783 .336083 .414314 .562756
37   .194588 .217594 .246700 .284409 .335650 .413752 .562128
38   .193846 .217041 .246293 .284048 .335232 .413212 .561525
39   .193129 .216507 .245899 .283701 .334829 .412693 .560946
40   .192433 .215989 .245519 .283366 .334442 .412192 .560389
41   .191759 .215489 .245152 .283042 .334068 .411711 .559854
42   .191106 .215005 .244796 .282730 .333707 .411246 .559339
43   .190472 .214536 .244453 .282428 .333358 .410798 .558843
44   .189856 .214081 .244120 .282136 .333022 .410366 .558365
45   .189259 .213641 .243798 .281853 .332696 .409948 .557904
46   .188679 .213213 .243486 .281580 .332381 .409545 .557459
47   .188115 .212798 .243184 .281315 .332076 .409154 .557029
48   .187566 .212396 .242890 .281058 .331781 .408777 .556614
49   .187033 .212004 .242606 .280809 .331495 .408411 .556213
50   .186514 .211624 .242329 .280567 .331217 .408057 .555824
 
 
INDIA
JAHR      68      69      70      71      72      73      74      75
 0   .081716 .087362 .093278 .099569 .106332 .113579 .121141 .128601
 1   .080097 .085510 .091212 .097403 .104269 .111798 .119672 .127337
 2   .078478 .083664 .089162 .095263 .102240 .110055 .118239 .126108
 3   .076859 .081825 .087126 .093148 .100245 .108348 .116842 .124914
 4   .075240 .079993 .085106 .091059 .098283 .106676 .115480 .123753
 5   .073621 .078167 .083101 .088994 .096353 .105039 .114150 .122623
 6   .072002 .076347 .081111 .086954 .094454 .103436 .112852 .121523
 7   .070383 .074533 .079136 .084937 .092586 .101864 .111585 .120452
 8   .068764 .072726 .077175 .082944 .090747 .100324 .110347 .119410
 9   .067145 .070925 .075229 .080974 .088938 .098814 .109138 .118394
10   .065526 .069131 .073297 .079026 .087157 .097334 .107956 .117404
11   .063907 .067342 .071379 .077100 .085403 .095882 .106801 .116439
12   .062288 .065560 .069474 .075197 .083677 .094459 .105672 .115497
13   .060669 .063784 .067584 .073315 .081977 .093062 .104567 .114579
14   .059050 .062014 .065707 .071454 .080303 .091692 .103487 .113683
15   .057431 .060250 .063844 .069613 .078654 .090347 .102430 .112809
16   .055812 .058492 .061994 .067793 .077030 .089027 .101395 .111955
17   .054193 .056740 .060157 .065993 .075430 .087731 .100383 .111121
18   .052574 .054994 .058334 .064213 .073853 .086458 .099391 .110306
19   .050955 .053255 .056523 .062453 .072300 .085209 .098420 .109510
20   .049336 .051521 .054725 .060711 .070769 .083981 .097469 .108731
21   .047717 .049793 .052939 .058988 .069260 .082776 .096537 .107970
22   .046098 .048070 .051166 .057284 .067773 .081591 .095624 .107226
23   .044479 .046354 .049406 .055598 .066307 .080427 .094729 .106498
24   .042860 .044643 .047658 .053930 .064862 .079283 .093851 .105786
25   .041241 .042939 .045922 .052279 .063437 .078159 .092991 .105089
26   .039622 .041240 .044198 .050646 .062032 .077053 .092147 .104407
27   .038003 .039546 .042485 .049029 .060646 .075966 .091320 .103739
28   .036384 .037859 .040785 .047430 .059279 .074897 .090508 .103085
29   .034765 .036177 .039096 .045847 .057931 .073846 .089711 .102444
30   .033146 .034500 .037419 .044281 .056602 .072812 .088929 .101816
31   .031527 .032830 .035753 .042730 .055290 .071795 .088161 .101201
32   .029908 .031164 .034098 .041195 .053996 .070794 .087407 .100598
33   .028289 .029505 .032454 .039676 .052718 .069809 .086667 .100007
34   .026670 .027851 .030822 .038172 .051458 .068840 .085941 .099427
35   .025051 .026202 .029200 .036683 .050214 .067885 .085227 .098859
36   .023432 .024559 .027590 .035209 .048987 .066946 .084525 .098301
37   .021813 .022921 .025990 .033750 .047775 .066021 .083836 .097754
38   .020194 .021289 .024400 .032305 .046579 .065111 .083159 .097217
39   .018575 .019662 .022822 .030875 .045398 .064214 .082493 .096690
40   .016956 .018041 .021253 .029458 .044232 .063331 .081839 .096173
41   .015337 .016424 .019695 .028055 .043081 .062461 .081196 .095666
42   .013718 .014813 .018147 .026666 .041945 .061604 .080563 .095167
43   .012099 .013208 .016609 .025290 .040822 .060760 .079941 .094677
44   .010480 .011607 .015081 .023927 .039713 .059928 .079329 .094197
45   .008861 .010012 .013563 .022577 .038618 .059108 .078727 .093724
46   .007242 .008422 .012055 .021241 .037537 .058300 .078135 .093260
47   .005623 .006838 .010557 .019916 .036468 .057504 .077553 .092804
48   .004004 .005258 .009068 .018605 .035413 .056719 .076979 .092355
49   .002385 .003684 .007589 .017305 .034370 .055945 .076415 .091915
50   .000766 .002114 .006119 .016018 .033339 .055182 .075859 .091481
 
JAHR      76      77      78      79      80      81      82      83
 0   .135371 .140944 .145285 .149113 .153834 .161089 .172233 .188160
 1   .134197 .139835 .144288 .148277 .153153 .160480 .171549 .187219
 2   .133060 .138763 .143327 .147473 .152499 .159896 .170894 .186320
 3   .131957 .137727 .142400 .146699 .151871 .159336 .170267 .185460
 4   .130888 .136725 .141505 .145954 .151268 .158799 .169665 .184636
 5   .129851 .135754 .140641 .145236 .150687 .158282 .169088 .183848
 6   .128844 .134815 .139806 .144543 .150127 .157786 .168534 .183091
 7   .127865 .133904 .138998 .143874 .149588 .157308 .168001 .182365
 8   .126915 .133021 .138217 .143229 .149069 .156848 .167489 .181667
 9   .125991 .132165 .137461 .142605 .148568 .156405 .166996 .180996
10   .125093 .131334 .136729 .142002 .148084 .155977 .166520 .180351
11   .124220 .130528 .136019 .141418 .147616 .155565 .166062 .179730
12   .123369 .129745 .135331 .140854 .147164 .155166 .165621 .179131
13   .122542 .128984 .134664 .140307 .146727 .154781 .165194 .178553
14   .121736 .128244 .134017 .139777 .146304 .154410 .164782 .177996
15   .120951 .127525 .133388 .139263 .145895 .154050 .164384 .177458
16   .120186 .126825 .132778 .138765 .145498 .153702 .163999 .176939
17   .119440 .126144 .132185 .138282 .145114 .153364 .163627 .176437
18   .118712 .125481 .131609 .137813 .144741 .153038 .163267 .175951
19   .118003 .124836 .131048 .137358 .144380 .152721 .162917 .175481
20   .117311 .124207 .130503 .136915 .144029 .152414 .162579 .175026
21   .116635 .123594 .129972 .136485 .143688 .152116 .162251 .174585
22   .115976 .122996 .129456 .136067 .143357 .151827 .161933 .174158
23   .115332 .122414 .128953 .135660 .143035 .151547 .161625 .173744
24   .114702 .121846 .128463 .135264 .142723 .151274 .161325 .173342
25   .114087 .121291 .127986 .134879 .142419 .151009 .161034 .172952
26   .113487 .120750 .127520 .134504 .142123 .150752 .160751 .172573
27   .112899 .120222 .127066 .134138 .141835 .150501 .160476 .172205
28   .112325 .119706 .126624 .133782 .141555 .150257 .160209 .171848
29   .111763 .119202 .126192 .133435 .141282 .150020 .159949 .171500
30   .111213 .118709 .125770 .133097 .141016 .149789 .159696 .171162
31   .110675 .118228 .125358 .132767 .140757 .149564 .159450 .170833
32   .110149 .117757 .124956 .132444 .140504 .149345 .159210 .170513
33   .109633 .117297 .124564 .132130 .140257 .149131 .158976 .170202
34   .109128 .116847 .124180 .131823 .140017 .148922 .158748 .169898
35   .108634 .116406 .123805 .131524 .139782 .148719 .158526 .169602
36   .108149 .115975 .123438 .131231 .139553 .148521 .158310 .169314
37   .107675 .115553 .123080 .130945 .139330 .148327 .158099 .169033
38   .107209 .115140 .122729 .130665 .139111 .148138 .157893 .168759
